"COU","Country","VAR","Variable","SOU","Source","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2015","2015","USD","US Dollar","0","Units",,,0.09470000118017,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2016","2016","USD","US Dollar","0","Units",,,0.01200000010431,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2017","2017","USD","US Dollar","0","Units",,,0.0038999998942,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2018","2018","USD","US Dollar","0","Units",,,0.00370000000112,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2019","2019","USD","US Dollar","0","Units",,,0.00130000000354,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2000","2000","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2001","2001","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2002","2002","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2003","2003","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2004","2004","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2005","2005","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2006","2006","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2007","2007","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2008","2008","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2009","2009","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2010","2010","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2011","2011","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2012","2012","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2013","2013","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2014","2014","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2015","2015","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2016","2016","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2017","2017","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2018","2018","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SOLAR","Solar PV","2019","2019","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2000","2000","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2001","2001","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2002","2002","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2003","2003","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2004","2004","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2005","2005","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2006","2006","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2007","2007","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2008","2008","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2009","2009","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2010","2010","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2011","2011","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2012","2012","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2013","2013","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2014","2014","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2015","2015","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2016","2016","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2017","2017","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2018","2018","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","GEOTH","Geothermal","2019","2019","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2000","2000","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2001","2001","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2002","2002","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2003","2003","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2004","2004","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2005","2005","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2006","2006","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2007","2007","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2008","2008","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2009","2009","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2010","2010","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2011","2011","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2012","2012","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2013","2013","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2014","2014","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2015","2015","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2016","2016","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2017","2017","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2018","2018","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2019","2019","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2000","2000","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2001","2001","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2002","2002","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2003","2003","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2004","2004","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2005","2005","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2006","2006","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2007","2007","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2008","2008","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2009","2009","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2010","2010","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2011","2011","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2012","2012","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2013","2013","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2014","2014","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2015","2015","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2016","2016","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2017","2017","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2018","2018","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2019","2019","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2000","2000","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2001","2001","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2002","2002","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2003","2003","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2004","2004","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2005","2005","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2006","2006","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2007","2007","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2008","2008","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2009","2009","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2010","2010","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2011","2011","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2012","2012","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2013","2013","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2014","2014","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2015","2015","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2016","2016","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2017","2017","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2018","2018","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","BIOMASS","Biomass","2019","2019","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2000","2000","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2001","2001","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2002","2002","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2003","2003","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2004","2004","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2005","2005","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2006","2006","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2007","2007","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2008","2008","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2009","2009","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2010","2010","USD","US Dollar","0","Units",,,0.17090000212193,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2011","2011","USD","US Dollar","0","Units",,,0.17720000445843,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2012","2012","USD","US Dollar","0","Units",,,0.17470000684261,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2013","2013","USD","US Dollar","0","Units",,,0.15629999339581,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2014","2014","USD","US Dollar","0","Units",,,0.16449999809265,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2015","2015","USD","US Dollar","0","Units",,,0.14509999752045,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2016","2016","USD","US Dollar","0","Units",,,0.12020000070334,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2017","2017","USD","US Dollar","0","Units",,,0.02270000055432,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2018","2018","USD","US Dollar","0","Units",,,0.02150000073016,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","WASTE","Waste","2019","2019","USD","US Dollar","0","Units",,,0.01970000006258,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2000","2000","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2001","2001","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2002","2002","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2003","2003","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2004","2004","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2005","2005","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2006","2006","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2007","2007","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2008","2008","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2009","2009","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2010","2010","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2011","2011","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2012","2012","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2013","2013","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2014","2014","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2015","2015","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2016","2016","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2017","2017","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2018","2018","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","WASTE","Waste","2019","2019","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2000","2000","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2001","2001","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2002","2002","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2003","2003","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2004","2004","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2005","2005","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2006","2006","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2007","2007","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2008","2008","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2009","2009","USD","US Dollar","0","Units",,,0,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2010","2010","USD","US Dollar","0","Units",,,0.08439999818802,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2011","2011","USD","US Dollar","0","Units",,,0.08749999850988,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2012","2012","USD","US Dollar","0","Units",,,0.08619999885559,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2013","2013","USD","US Dollar","0","Units",,,0.07819999754429,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2014","2014","USD","US Dollar","0","Units",,,0.05759999901056,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2015","2015","USD","US Dollar","0","Units",,,0.04830000177026,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2016","2016","USD","US Dollar","0","Units",,,0.07310000061989,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2017","2017","USD","US Dollar","0","Units",,,0.08030000329018,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2018","2018","USD","US Dollar","0","Units",,,0.07379999756813,,
"GBR","United Kingdom","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2019","2019","USD","US Dollar","0","Units",,,0.07140000164509,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2000","2000","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2001","2001","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2002","2002","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2003","2003","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2004","2004","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2005","2005","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2006","2006","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2007","2007","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2008","2008","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2009","2009","YR","Years","0","Units",,,0,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2010","2010","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2011","2011","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2012","2012","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2013","2013","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2014","2014","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2015","2015","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2016","2016","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2017","2017","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2018","2018","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2019","2019","YR","Years","0","Units",,,20,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2000","2000","USD","US Dollar","0","Units",,,0,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2001","2001","USD","US Dollar","0","Units",,,0,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2002","2002","USD","US Dollar","0","Units",,,0,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2003","2003","USD","US Dollar","0","Units",,,0,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2004","2004","USD","US Dollar","0","Units",,,0,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2005","2005","USD","US Dollar","0","Units",,,0,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2006","2006","USD","US Dollar","0","Units",,,0.00340000004508,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2007","2007","USD","US Dollar","0","Units",,,0.00340000004508,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2008","2008","USD","US Dollar","0","Units",,,0.01009999960661,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2009","2009","USD","US Dollar","0","Units",,,0.01040000002831,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2010","2010","USD","US Dollar","0","Units",,,0.0848999992013,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2011","2011","USD","US Dollar","0","Units",,,0.07209999859333,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2012","2012","USD","US Dollar","0","Units",,,0.06379999965429,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2013","2013","USD","US Dollar","0","Units",,,0.05979999899864,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2014","2014","USD","US Dollar","0","Units",,,0.0109999999404,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2015","2015","USD","US Dollar","0","Units",,,0.00359999993816,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2016","2016","USD","US Dollar","0","Units",,,0.00260000000708,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2017","2017","USD","US Dollar","0","Units",,,0.00200000009499,,
"USA","United States","FIT_USD","Mean feed-in tariff","WIND","Wind","2018","2018","USD","US Dollar","0","Units",,,0.01090000011027,,
"USA","United States","CLENGTH","Length of power purchase agreement","WIND","Wind","2000","2000","YR","Years","0","Units",,,0,,
"USA","United States","CLENGTH","Length of power purchase agreement","WIND","Wind","2001","2001","YR","Years","0","Units",,,0,,
"USA","United States","CLENGTH","Length of power purchase agreement","WIND","Wind","2002","2002","YR","Years","0","Units",,,0,,
"USA","United States","CLENGTH","Length of power purchase agreement","WIND","Wind","2003","2003","YR","Years","0","Units",,,0,,
"USA","United States","CLENGTH","Length of power purchase agreement","WIND","Wind","2004","2004","YR","Years","0","Units",,,0,,
